Client_ID,Last_Purchase_Date,Frequency,Monetary_Spendings,Behavior_Score,Churn,Recency
Client_398,2025-01-23 17:26:37.168127,9,385.36,0.58,1,298
Client_399,2025-05-31 17:26:37.168127,11,471.27,0.15,1,170
Client_400,2025-02-18 17:26:37.168127,40,211.79,0.64,0,272
Client_401,2025-06-01 17:26:37.168127,6,223.45,0.83,0,169
Client_402,2024-12-03 17:26:37.168127,2,128.42,0.14,0,349
Client_403,2025-07-22 17:26:37.168127,15,392.31,0.93,0,118
Client_404,2025-08-24 17:26:37.168127,7,419.35,0.55,0,85
Client_405,2025-09-11 17:26:37.168127,22,71.54,0.96,0,67
Client_406,2025-02-03 17:26:37.168127,23,104.17,0.33,0,287
Client_407,2025-10-11 17:26:37.168127,30,201.33,0.19,0,37
Client_408,2024-12-31 17:26:37.168127,1,178.02,1.0,0,321
Client_409,2025-05-24 17:26:37.168127,33,155.92,0.06,0,177
Client_410,2025-03-24 17:26:37.168127,43,237.99,0.29,0,238
Client_411,2025-07-30 17:26:37.168127,14,210.15,0.41,0,110
Client_412,2025-10-16 17:26:37.168127,25,321.82,0.95,0,32
Client_413,2024-12-01 17:26:37.168127,34,412.46,0.21,0,351
Client_414,2025-01-08 17:26:37.168127,19,371.95,0.9,1,313
Client_415,2025-06-14 17:26:37.168127,45,396.1,0.36,1,156
Client_416,2025-10-02 17:26:37.168127,22,497.0,0.13,0,46
Client_417,2024-12-31 17:26:37.168127,38,100.0,0.18,1,321
Client_418,2025-01-24 17:26:37.168127,24,43.66,0.83,0,297
Client_419,2025-06-09 17:26:37.168127,4,375.52,0.52,1,161
Client_420,2025-07-09 17:26:37.168127,27,249.15,0.7,0,131
Client_421,2025-03-23 17:26:37.168127,28,168.7,0.48,0,239
Client_422,2025-01-29 17:26:37.168127,10,436.81,0.9,0,292
Client_423,2025-04-23 17:26:37.168127,18,207.93,0.33,1,208
Client_424,2025-05-11 17:26:37.168127,27,229.58,0.12,0,190
Client_425,2025-11-04 17:26:37.168127,40,35.27,0.4,0,13
Client_426,2024-12-17 17:26:37.168127,20,498.96,0.71,0,335
Client_427,2025-08-14 17:26:37.168127,47,466.96,0.53,0,95
Client_428,2025-04-14 17:26:37.168127,14,119.74,0.77,1,217
Client_429,2025-07-03 17:26:37.168127,6,171.07,0.07,0,137
Client_430,2025-09-14 17:26:37.168127,9,429.62,0.79,1,64
Client_431,2025-04-29 17:26:37.168127,45,285.91,0.41,1,202
Client_432,2025-08-16 17:26:37.168127,44,23.01,0.88,0,93
Client_433,2025-09-24 17:26:37.168127,34,438.7,0.41,0,54
Client_434,2025-03-20 17:26:37.168127,2,150.41,0.62,0,242
Client_435,2024-11-24 17:26:37.168127,19,232.31,0.28,1,358
Client_436,2025-02-02 17:26:37.168127,14,217.23,0.51,1,288
Client_437,2025-08-03 17:26:37.168127,9,413.01,0.46,0,106
Client_438,2024-12-05 17:26:37.168127,38,364.06,0.06,0,347
Client_439,2025-08-16 17:26:37.168127,6,350.92,0.03,0,93
Client_440,2025-08-15 17:26:37.168127,45,249.26,0.14,0,94
Client_441,2025-01-30 17:26:37.168127,32,188.78,0.09,1,291
Client_442,2025-04-28 17:26:37.168127,20,351.78,0.4,0,203
Client_443,2025-09-28 17:26:37.168127,20,270.95,0.72,0,50
Client_444,2025-07-12 17:26:37.168127,10,117.11,0.7,0,128
Client_445,2025-05-21 17:26:37.168127,19,219.68,0.33,0,180
Client_446,2025-05-14 17:26:37.168127,28,475.9,0.54,0,187
Client_447,2025-04-09 17:26:37.168127,24,86.36,0.34,0,222
Client_448,2025-08-09 17:26:37.168127,27,42.78,0.91,0,100
Client_449,2025-08-13 17:26:37.168127,33,187.18,0.95,0,96
Client_450,2025-05-07 17:26:37.168127,42,479.13,0.85,0,194
Client_451,2025-06-12 17:26:37.168127,16,319.26,0.14,0,158
Client_452,2024-12-18 17:26:37.168127,25,209.19,0.96,1,334
Client_453,2025-06-05 17:26:37.168127,16,276.26,0.09,1,165
Client_454,2025-03-06 17:26:37.168127,24,350.94,0.28,0,256
Client_455,2025-09-23 17:26:37.168127,44,421.08,0.84,0,55
Client_456,2025-03-27 17:26:37.168127,49,497.72,0.79,0,235
Client_457,2025-03-30 17:26:37.168127,43,160.79,0.28,0,232
Client_458,2025-09-12 17:26:37.168127,10,435.96,0.69,0,66
Client_459,2025-07-05 17:26:37.168127,12,59.06,0.34,0,135
Client_460,2025-05-28 17:26:37.168127,21,124.13,0.02,1,173
Client_461,2025-05-05 17:26:37.168127,34,92.35,0.3,1,196
Client_462,2025-04-05 17:26:37.168127,9,293.84,0.14,0,226
Client_463,2025-04-11 17:26:37.168127,36,281.32,0.36,0,220
Client_464,2025-09-07 17:26:37.168127,34,339.73,0.63,0,71
Client_465,2025-09-06 17:26:37.168127,34,52.91,0.0,0,72
Client_466,2024-12-30 17:26:37.168127,18,144.83,0.6,1,322
Client_467,2025-11-11 17:26:37.168127,36,66.63,0.99,0,6
Client_468,2025-07-31 17:26:37.168127,49,203.75,0.34,0,109
Client_469,2025-09-06 17:26:37.168127,36,60.37,0.02,1,72
Client_470,2025-01-18 17:26:37.168127,10,35.62,0.18,1,303
Client_471,2025-08-21 17:26:37.168127,31,213.96,0.93,0,88
Client_472,2025-02-06 17:26:37.168127,33,362.49,0.65,0,284
Client_473,2024-12-29 17:26:37.168127,6,387.83,0.65,0,323
Client_474,2025-08-30 17:26:37.168127,37,76.01,0.44,0,79
Client_475,2025-02-09 17:26:37.168127,37,268.98,0.39,0,281
Client_476,2025-05-15 17:26:37.168127,41,339.06,0.85,0,186
Client_477,2024-12-20 17:26:37.168127,47,308.03,0.14,1,332
Client_478,2025-02-15 17:26:37.168127,14,151.19,0.89,0,275
Client_479,2024-12-10 17:26:37.168127,41,453.96,0.7,0,342
Client_480,2025-04-28 17:26:37.168127,40,131.97,0.71,0,203
Client_481,2025-08-19 17:26:37.168127,49,93.95,0.79,1,90
Client_482,2024-12-24 17:26:37.168127,48,153.57,0.77,0,328
Client_483,2024-11-22 17:26:37.168127,22,102.53,0.02,0,360
Client_484,2025-02-13 17:26:37.168127,49,157.05,0.91,0,277
Client_485,2025-09-26 17:26:37.168127,4,60.93,0.37,0,52
Client_486,2025-01-17 17:26:37.168127,7,20.43,0.73,0,304
Client_487,2024-12-14 17:26:37.168127,41,412.68,0.82,0,338
Client_488,2025-02-17 17:26:37.168127,1,454.66,0.79,1,273
Client_489,2025-07-18 17:26:37.168127,18,377.83,0.34,0,122
Client_490,2025-01-11 17:26:37.168127,25,384.47,0.0,0,310
Client_491,2025-09-02 17:26:37.168127,35,161.49,0.85,0,76
Client_492,2025-02-24 17:26:37.168127,46,194.82,0.31,0,266
Client_493,2025-03-23 17:26:37.168127,15,292.1,0.17,0,239
Client_494,2025-04-28 17:26:37.168127,4,118.52,0.28,1,203
Client_495,2025-07-24 17:26:37.168127,13,276.13,0.41,0,116
Client_496,2024-12-06 17:26:37.168127,39,347.35,0.55,0,346
Client_497,2025-11-04 17:26:37.168127,46,420.89,0.97,0,13
Client_498,2025-08-16 17:26:37.168127,17,344.35,0.34,0,93
Client_499,2025-10-05 17:26:37.168127,7,473.73,0.18,0,43
Client_500,2025-03-04 17:26:37.168127,2,356.74,0.29,0,258
Client_501,2025-03-01 17:26:37.168127,43,130.14,0.32,0,261
Client_502,2025-11-15 17:26:37.168127,13,160.46,0.17,1,2
Client_503,2025-07-10 17:26:37.168127,50,220.13,0.12,0,130
Client_504,2025-11-13 17:26:37.168127,12,134.88,0.28,1,4
Client_505,2025-07-09 17:26:37.168127,50,470.59,0.03,1,131
Client_506,2025-03-10 17:26:37.168127,48,244.5,0.8,0,252
Client_507,2025-07-26 17:26:37.168127,7,199.06,0.01,0,114
Client_508,2025-05-07 17:26:37.168127,23,260.16,0.79,1,194
Client_509,2025-01-23 17:26:37.168127,39,150.82,0.66,0,298
Client_510,2025-02-02 17:26:37.168127,26,316.14,0.72,1,288
Client_511,2025-08-15 17:26:37.168127,7,293.16,0.78,0,94
Client_512,2025-11-10 17:26:37.168127,12,410.3,0.85,0,7
Client_513,2025-01-12 17:26:37.168127,24,285.31,0.86,1,309
Client_514,2025-03-29 17:26:37.168127,47,349.65,0.25,0,233
Client_515,2025-10-03 17:26:37.168127,46,365.18,0.97,1,45
Client_516,2025-02-20 17:26:37.168127,6,376.4,0.23,0,270
Client_517,2025-09-02 17:26:37.168127,28,349.44,0.31,0,76
Client_518,2025-10-30 17:26:37.168127,36,198.5,0.74,0,18
Client_519,2024-12-29 17:26:37.168127,26,346.31,0.31,1,323
Client_520,2024-12-13 17:26:37.168127,22,55.92,0.44,0,339
Client_521,2025-04-05 17:26:37.168127,36,78.33,0.18,0,226
Client_522,2025-01-26 17:26:37.168127,20,184.94,0.77,0,295
Client_523,2025-08-27 17:26:37.168127,50,189.63,0.74,0,82
Client_524,2025-07-09 17:26:37.168127,23,124.22,0.81,0,131
Client_525,2025-04-23 17:26:37.168127,40,391.51,0.14,1,208
Client_526,2025-08-28 17:26:37.168127,46,448.74,0.53,0,81
Client_527,2024-12-24 17:26:37.168127,33,418.64,0.24,0,328
Client_528,2025-04-20 17:26:37.168127,3,74.95,0.93,0,211
Client_529,2025-10-05 17:26:37.168127,9,405.97,0.15,1,43
Client_530,2024-11-28 17:26:37.168127,35,164.51,0.95,0,354
Client_531,2025-02-13 17:26:37.168127,48,431.96,0.04,0,277
Client_532,2025-01-21 17:26:37.168127,33,163.69,0.79,0,300
Client_533,2025-08-28 17:26:37.168127,33,236.66,0.32,0,81
Client_534,2025-09-14 17:26:37.168127,31,407.56,0.93,1,64
Client_535,2025-01-13 17:26:37.168127,30,471.54,0.49,1,308
Client_536,2025-05-28 17:26:37.168127,15,443.83,0.59,0,173
Client_537,2025-06-05 17:26:37.168127,16,75.69,0.29,0,165
Client_538,2025-03-05 17:26:37.168127,38,213.18,0.18,0,257
Client_539,2024-12-08 17:26:37.168127,10,137.83,0.22,1,344
Client_540,2025-07-28 17:26:37.168127,23,350.65,0.4,1,112
Client_541,2025-11-07 17:26:37.168127,17,175.39,0.87,1,10
Client_542,2025-10-21 17:26:37.168127,23,490.91,0.24,0,27
Client_543,2024-12-02 17:26:37.168127,49,194.71,0.81,0,350
Client_544,2024-12-14 17:26:37.168127,46,364.78,0.05,0,338
Client_545,2025-07-14 17:26:37.168127,46,130.69,0.12,0,126
Client_546,2024-12-16 17:26:37.168127,41,287.04,0.51,0,336
Client_547,2025-11-16 17:26:37.168127,10,344.17,0.11,0,1
Client_548,2025-01-08 17:26:37.168127,19,443.0,0.61,0,313
Client_549,2025-11-09 17:26:37.168127,36,428.41,0.31,0,8
Client_550,2025-10-08 17:26:37.168127,34,125.69,0.42,0,40
Client_551,2025-08-04 17:26:37.168127,3,22.5,0.5,1,105
Client_552,2025-04-29 17:26:37.168127,49,281.29,0.12,0,202
Client_553,2025-09-16 17:26:37.168127,31,324.22,0.07,0,62
Client_554,2025-08-02 17:26:37.168127,16,259.87,0.69,1,107
Client_555,2025-03-06 17:26:37.168127,7,409.68,0.71,0,256
Client_556,2025-10-27 17:26:37.168127,43,428.6,0.92,0,21
Client_557,2025-01-23 17:26:37.168127,19,373.72,0.41,0,298
Client_558,2025-06-15 17:26:37.168127,18,496.03,0.93,0,155
Client_559,2025-01-30 17:26:37.168127,29,149.57,0.51,0,291
Client_560,2025-05-22 17:26:37.168127,3,389.19,0.93,1,179
Client_561,2025-02-02 17:26:37.168127,28,63.64,0.37,0,288
Client_562,2025-03-13 17:26:37.168127,19,250.08,0.67,1,249
Client_563,2025-02-23 17:26:37.168127,26,274.84,0.29,0,267
Client_564,2025-02-18 17:26:37.168127,8,282.4,0.48,0,272
Client_565,2025-09-22 17:26:37.168127,1,400.66,0.59,0,56
Client_566,2025-01-24 17:26:37.168127,18,79.99,0.44,1,297
Client_567,2025-07-05 17:26:37.168127,35,207.38,0.4,0,135
Client_568,2025-01-06 17:26:37.168127,9,479.74,0.78,0,315
Client_569,2025-06-08 17:26:37.168127,20,368.21,0.75,0,162
Client_570,2025-01-27 17:26:37.168127,23,308.99,0.43,0,294
Client_571,2025-01-27 17:26:37.168127,19,128.11,0.43,1,294
Client_572,2025-03-02 17:26:37.168127,18,334.08,0.47,1,260
Client_573,2025-05-22 17:26:37.168127,21,462.94,0.52,1,179
Client_574,2025-08-04 17:26:37.168127,46,374.36,0.82,0,105
Client_575,2025-05-01 17:26:37.168127,29,368.64,0.93,0,200
Client_576,2025-05-28 17:26:37.168127,37,292.69,0.81,0,173
Client_577,2025-11-10 17:26:37.168127,42,59.57,0.51,0,7
Client_578,2024-12-22 17:26:37.168127,6,45.12,0.35,0,330
Client_579,2024-12-23 17:26:37.168127,36,93.81,0.53,1,329
Client_580,2025-02-28 17:26:37.168127,26,438.71,0.06,0,262
Client_581,2025-01-15 17:26:37.168127,35,82.51,0.26,0,306
Client_582,2024-11-25 17:26:37.168127,6,420.18,0.68,0,357
Client_583,2025-05-08 17:26:37.168127,16,270.38,0.98,1,193
Client_584,2025-05-18 17:26:37.168127,45,22.43,0.21,0,183
Client_585,2025-09-06 17:26:37.168127,3,293.13,0.71,0,72
Client_586,2025-04-21 17:26:37.168127,3,353.76,0.82,0,210
Client_587,2025-03-27 17:26:37.168127,42,226.7,0.77,0,235
Client_588,2025-09-25 17:26:37.168127,19,27.74,0.61,0,53
Client_589,2025-07-01 17:26:37.168127,11,62.95,0.16,0,139
Client_590,2025-01-01 17:26:37.168127,12,79.89,0.26,0,320
Client_591,2025-09-08 17:26:37.168127,44,176.22,0.62,0,70
Client_592,2025-08-28 17:26:37.168127,25,114.39,0.34,0,81
Client_593,2025-05-06 17:26:37.168127,44,305.59,0.17,1,195
Client_594,2025-01-11 17:26:37.168127,5,495.01,0.43,1,310
Client_595,2025-04-12 17:26:37.168127,14,337.51,0.46,1,219
Client_596,2025-01-18 17:26:37.168127,14,437.42,0.49,0,303
Client_597,2025-10-25 17:26:37.168127,37,201.77,0.32,0,23
Client_598,2025-06-02 17:26:37.168127,6,403.97,0.41,0,168
Client_599,2025-04-14 17:26:37.168127,12,156.09,0.15,0,217
Client_600,2025-09-26 17:26:37.168127,27,51.98,0.7,0,52
Client_601,2025-06-26 17:26:37.168127,2,327.09,0.05,0,144
Client_602,2025-07-10 17:26:37.168127,34,148.27,0.05,0,130
Client_603,2025-06-19 17:26:37.168127,14,435.29,0.83,1,151
Client_604,2025-03-02 17:26:37.168127,40,244.97,0.34,0,260
Client_605,2025-04-24 17:26:37.168127,14,237.19,0.52,0,207
Client_606,2025-01-07 17:26:37.168127,9,431.63,0.54,0,314
Client_607,2025-03-03 17:26:37.168127,45,448.69,0.62,1,259
Client_608,2025-02-25 17:26:37.168127,42,292.54,0.37,0,265
Client_609,2025-04-21 17:26:37.168127,34,324.8,0.09,0,210
Client_610,2025-10-16 17:26:37.168127,10,86.35,0.45,1,32
Client_611,2024-12-08 17:26:37.168127,9,316.53,0.71,1,344
Client_612,2025-09-03 17:26:37.168127,17,393.74,0.73,0,75
Client_613,2025-01-12 17:26:37.168127,22,308.82,0.22,0,309
Client_614,2025-04-03 17:26:37.168127,21,131.68,0.78,0,228
Client_615,2024-12-25 17:26:37.168127,28,69.6,0.25,0,327
Client_616,2025-02-03 17:26:37.168127,41,341.59,0.81,0,287
Client_617,2025-08-12 17:26:37.168127,31,151.8,0.26,1,97
Client_618,2024-12-19 17:26:37.168127,24,28.92,0.76,0,333
Client_619,2025-04-02 17:26:37.168127,26,429.18,0.11,0,229
Client_620,2025-04-14 17:26:37.168127,21,400.25,0.49,0,217
Client_621,2025-05-23 17:26:37.168127,40,195.12,0.03,1,178
Client_622,2025-10-30 17:26:37.168127,38,481.89,0.77,0,18
Client_623,2025-03-30 17:26:37.168127,28,259.04,0.59,1,232
Client_624,2025-10-25 17:26:37.168127,9,48.72,0.7,1,23
Client_625,2025-11-03 17:26:37.168127,46,241.86,0.08,0,14
Client_626,2025-10-14 17:26:37.168127,47,225.13,0.77,0,34
Client_627,2025-01-31 17:26:37.168127,15,315.21,0.25,1,290
Client_628,2024-12-14 17:26:37.168127,10,207.58,0.02,1,338
Client_629,2025-10-08 17:26:37.168127,23,442.97,0.99,0,40
Client_630,2024-12-12 17:26:37.168127,45,331.11,0.22,1,340
Client_631,2025-10-26 17:26:37.168127,26,251.36,0.2,0,22
Client_632,2025-05-20 17:26:37.168127,26,39.14,0.35,0,181
Client_633,2025-02-19 17:26:37.168127,39,24.44,0.27,0,271
Client_634,2025-03-24 17:26:37.168127,31,185.02,0.06,1,238
Client_635,2025-08-28 17:26:37.168127,50,241.8,0.44,0,81
Client_636,2025-01-20 17:26:37.168127,37,425.42,0.67,1,301
Client_637,2025-02-12 17:26:37.168127,34,109.61,0.01,0,278
Client_638,2025-03-12 17:26:37.168127,8,207.85,0.25,0,250
Client_639,2025-09-17 17:26:37.168127,4,129.31,0.99,0,61
Client_640,2025-07-05 17:26:37.168127,32,229.14,0.23,0,135
Client_641,2025-10-09 17:26:37.168127,28,238.89,0.86,0,39
Client_642,2025-07-01 17:26:37.168127,35,36.5,0.26,0,139
Client_643,2025-10-02 17:26:37.168127,21,34.06,0.21,1,46
Client_644,2025-08-01 17:26:37.168127,27,297.32,0.12,1,108
Client_645,2025-06-07 17:26:37.168127,41,124.0,0.94,0,163
Client_646,2025-09-28 17:26:37.168127,38,107.27,0.95,0,50
Client_647,2025-01-21 17:26:37.168127,19,251.35,0.88,1,300
Client_648,2025-06-28 17:26:37.168127,12,241.08,0.03,0,142
Client_649,2024-12-23 17:26:37.168127,3,300.59,0.53,0,329
Client_650,2025-01-20 17:26:37.168127,13,206.44,0.23,0,301
Client_651,2025-03-24 17:26:37.168127,20,349.31,0.78,0,238
Client_652,2025-01-21 17:26:37.168127,21,189.66,0.07,1,300
Client_653,2025-05-08 17:26:37.168127,33,37.46,0.63,0,193
Client_654,2025-02-13 17:26:37.168127,11,450.36,0.06,1,277
Client_655,2024-12-27 17:26:37.168127,11,183.5,0.39,0,325
Client_656,2025-05-04 17:26:37.168127,38,367.43,0.9,0,197
Client_657,2025-01-21 17:26:37.168127,28,103.01,0.63,0,300
Client_658,2025-04-08 17:26:37.168127,4,68.19,0.81,0,223
Client_659,2025-08-25 17:26:37.168127,46,238.4,0.51,0,84
Client_660,2025-09-18 17:26:37.168127,26,148.16,0.85,0,60
Client_661,2025-07-28 17:26:37.168127,5,71.77,0.13,0,112
Client_662,2025-05-18 17:26:37.168127,35,451.9,0.19,0,183
Client_663,2025-08-14 17:26:37.168127,9,194.95,0.49,0,95
Client_664,2024-12-10 17:26:37.168127,28,272.75,0.63,0,342
Client_665,2025-01-02 17:26:37.168127,44,457.98,0.52,1,319
Client_666,2025-08-05 17:26:37.168127,39,156.89,0.75,0,104
Client_667,2025-09-18 17:26:37.168127,2,134.34,0.18,1,60
Client_668,2024-12-30 17:26:37.168127,21,39.67,0.52,0,322
Client_669,2024-12-08 17:26:37.168127,14,45.38,0.14,1,344
Client_670,2025-03-16 17:26:37.168127,40,73.78,0.54,0,246
Client_671,2025-06-07 17:26:37.168127,15,270.11,0.93,0,163
Client_672,2024-11-28 17:26:37.168127,35,245.65,0.06,1,354
Client_673,2024-11-29 17:26:37.168127,38,391.55,0.99,1,353
Client_674,2025-04-29 17:26:37.168127,38,431.71,0.09,0,202
Client_675,2025-07-19 17:26:37.168127,32,146.95,0.55,1,121
Client_676,2025-01-30 17:26:37.168127,43,216.52,0.49,1,291
Client_677,2025-03-03 17:26:37.168127,17,35.15,0.55,0,259
Client_678,2025-07-19 17:26:37.168127,31,35.5,0.78,0,121
Client_679,2025-05-16 17:26:37.168127,8,111.88,0.4,1,185
Client_680,2025-10-17 17:26:37.168127,7,194.39,0.84,0,31
Client_681,2025-03-22 17:26:37.168127,50,312.32,0.94,1,240
Client_682,2025-01-15 17:26:37.168127,20,365.45,0.09,0,306
Client_683,2025-10-27 17:26:37.168127,8,190.95,0.3,0,21
Client_684,2025-07-21 17:26:37.168127,31,483.04,0.39,0,119
Client_685,2025-06-19 17:26:37.168127,47,345.09,0.16,0,151
Client_686,2025-09-13 17:26:37.168127,38,277.76,0.54,0,65
Client_687,2025-05-02 17:26:37.168127,37,486.16,0.48,1,199
Client_688,2025-11-10 17:26:37.168127,46,280.83,0.75,1,7
Client_689,2025-06-19 17:26:37.168127,30,238.86,0.07,1,151
Client_690,2025-01-22 17:26:37.168127,4,444.61,0.9,0,299
Client_691,2024-12-20 17:26:37.168127,1,310.63,0.24,1,332
Client_692,2025-02-11 17:26:37.168127,32,207.27,0.1,0,279
Client_693,2025-06-26 17:26:37.168127,17,303.32,0.3,0,144
Client_694,2025-07-10 17:26:37.168127,16,290.17,0.2,1,130
Client_695,2025-09-07 17:26:37.168127,16,255.54,0.29,0,71
Client_696,2025-06-09 17:26:37.168127,10,363.5,0.18,0,161
Client_697,2025-06-22 17:26:37.168127,41,455.6,0.77,1,148
Client_698,2025-06-21 17:26:37.168127,12,120.24,0.22,0,149
Client_699,2025-10-29 17:26:37.168127,12,473.35,0.05,0,19
Client_700,2024-11-26 17:26:37.168127,50,35.51,0.17,1,356
Client_701,2025-08-05 17:26:37.168127,22,117.53,0.19,0,104
Client_702,2025-06-07 17:26:37.168127,37,371.19,0.12,0,163
Client_703,2024-12-04 17:26:37.168127,40,262.94,0.77,0,348
Client_704,2024-11-26 17:26:37.168127,6,87.71,0.48,1,356
Client_705,2025-03-21 17:26:37.168127,28,149.51,0.54,0,241
Client_706,2025-09-28 17:26:37.168127,35,66.09,0.03,1,50
Client_707,2025-03-29 17:26:37.168127,18,461.0,0.55,0,233
Client_708,2025-07-10 17:26:37.168127,7,76.5,0.2,0,130
Client_709,2025-05-24 17:26:37.168127,38,360.74,0.98,0,177
Client_710,2025-08-13 17:26:37.168127,49,277.93,0.09,0,96
Client_711,2025-02-23 17:26:37.168127,13,52.75,0.63,0,267
Client_712,2025-02-14 17:26:37.168127,7,228.38,0.38,0,276
Client_713,2025-07-09 17:26:37.168127,22,163.62,0.35,0,131
Client_714,2025-08-15 17:26:37.168127,27,291.66,0.36,1,94
Client_715,2025-10-27 17:26:37.168127,8,281.46,0.23,0,21
Client_716,2025-09-19 17:26:37.168127,45,219.82,0.77,0,59
Client_717,2025-07-03 17:26:37.168127,33,470.34,0.31,0,137
Client_718,2025-05-22 17:26:37.168127,19,149.15,0.03,1,179
Client_719,2025-06-08 17:26:37.168127,26,236.39,0.03,0,162
Client_720,2025-01-22 17:26:37.168127,13,312.82,0.78,0,299
Client_721,2025-11-16 17:26:37.168127,27,76.56,0.93,1,1
Client_722,2025-07-01 17:26:37.168127,31,207.76,0.55,0,139
Client_723,2025-04-01 17:26:37.168127,27,335.11,0.88,1,230
Client_724,2025-11-10 17:26:37.168127,41,63.66,0.43,0,7
Client_725,2025-10-24 17:26:37.168127,3,87.36,0.42,0,24
Client_726,2025-04-09 17:26:37.168127,15,81.02,0.68,1,222
Client_727,2025-06-03 17:26:37.168127,26,82.78,0.08,0,167
Client_728,2024-12-23 17:26:37.168127,27,209.43,0.87,0,329
Client_729,2025-08-01 17:26:37.168127,30,494.01,0.82,0,108
Client_730,2025-01-23 17:26:37.168127,17,370.03,0.74,0,298
Client_731,2025-04-10 17:26:37.168127,19,317.96,0.84,0,221
Client_732,2025-08-15 17:26:37.168127,33,356.93,0.45,1,94
Client_733,2025-09-08 17:26:37.168127,15,121.22,0.74,0,70
Client_734,2025-04-10 17:26:37.168127,46,257.77,0.35,1,221
Client_735,2025-08-19 17:26:37.168127,45,46.26,0.38,0,90
Client_736,2025-07-29 17:26:37.168127,39,489.46,0.68,0,111
Client_737,2025-11-17 17:26:37.168127,36,433.55,0.98,0,0
Client_738,2025-02-04 17:26:37.168127,2,478.52,0.33,0,286
Client_739,2025-06-06 17:26:37.168127,8,235.04,0.39,0,164
Client_740,2025-04-26 17:26:37.168127,22,55.15,0.22,0,205
Client_741,2025-07-05 17:26:37.168127,37,86.97,0.63,1,135
Client_742,2025-09-16 17:26:37.168127,27,404.37,0.27,1,62
Client_743,2025-07-22 17:26:37.168127,18,206.95,0.1,0,118
Client_744,2025-05-03 17:26:37.168127,47,52.44,0.45,0,198
Client_745,2025-05-25 17:26:37.168127,2,497.71,0.65,0,176
Client_746,2025-06-16 17:26:37.168127,42,107.56,0.53,0,154
Client_747,2025-09-02 17:26:37.168127,28,462.35,0.18,0,76
Client_748,2025-02-23 17:26:37.168127,15,406.79,0.95,0,267
Client_749,2025-07-11 17:26:37.168127,2,404.18,0.36,0,129
Client_750,2025-01-19 17:26:37.168127,34,320.32,0.39,1,302
Client_751,2025-05-05 17:26:37.168127,31,312.79,0.68,0,196
Client_752,2024-12-13 17:26:37.168127,30,226.49,0.77,0,339
Client_753,2025-08-07 17:26:37.168127,27,128.65,0.53,1,102
Client_754,2025-01-16 17:26:37.168127,14,283.3,0.34,0,305
Client_755,2025-06-05 17:26:37.168127,2,466.96,0.41,0,165
Client_756,2024-11-28 17:26:37.168127,20,167.83,0.34,0,354
Client_757,2025-02-11 17:26:37.168127,2,195.89,0.26,0,279
Client_758,2025-10-21 17:26:37.168127,16,44.44,0.25,1,27
Client_759,2025-08-15 17:26:37.168127,38,238.11,0.51,0,94
Client_760,2025-03-18 17:26:37.168127,22,25.72,0.98,0,244
Client_761,2025-08-02 17:26:37.168127,37,484.61,0.87,0,107
